Ap1,Ap11,Ap110,Ap115,Ap118,Ap12,Ap127,Ap13,Ap137,Ap14,Ap15,Ap19,Ap2,Ap20,Ap23,Ap24,Ap25,Ap26,Ap27,Ap29,Ap31,Ap33,Ap34,Ap36,Ap40,Ap41,Ap42,Ap46,Ap47,Ap48,Ap49,Ap50,Ap51,Ap53,Ap54,Ap55,Ap59,Ap6,Ap60,Ap61,Ap66,Ap7,Ap70,Ap74,Ap78,Ap80,Ap9,Ap94,Ap95,Ap96,zona
0.0,0.2941176470588234,0.0,0.0,0.0,0.0,0.0,0.7586206896551722,0.0,0.6896551724137931,0.4285714285714284,0.0,0.0,0.4722222222222223,0.7586206896551722,0.0,0.6470588235294117,0.0,0.21875,0.0,0.0,0.0,0.2307692307692308,0.387096774193548,0.6999999999999993,0.0,0.192307692307692,0.4166666666666661,0.0,0.0,0.0,0.0,0.5,0.28125,0.0,0.2105263157894734,0.2999999999999998,0.5333333333333337,0.0,0.9999999999999992,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0666666666666664,0.0,0.0,0.0,28
0.0,0.9411764705882346,0.3636363636363651,0.0,0.0,0.1818181818181821,0.0,0.8620689655172411,0.0,0.9310344827586206,0.5142857142857142,0.225806451612903,0.0,0.5277777777777777,0.8620689655172411,0.0,0.9117647058823528,0.0,0.34375,0.0,0.0,0.0,0.6923076923076921,0.5161290322580645,0.0,0.0,0.6538461538461537,0.916666666666666,0.0,0.2105263157894734,0.0,0.0,0.0,0.0,0.0,0.4736842105263159,0.8499999999999996,0.5666666666666669,0.4166666666666661,0.916666666666666,0.4705882352941168,0.0,0.3529411764705878,0.0,0.0,0.0,0.1999999999999997,0.0,0.0,0.0,29
0.0,1.0,0.6363636363636367,0.0,0.0,0.4545454545454546,0.0,0.7586206896551722,0.0,1.0,0.5428571428571427,0.5161290322580645,0.0,0.4722222222222223,0.7931034482758621,0.0,0.9999999999999998,0.0,0.125,0.0,0.0,0.0,0.7692307692307692,0.5161290322580645,0.0,0.0,0.7692307692307692,0.6666666666666661,0.0,0.3684210526315787,0.0,0.0,0.0,0.125,0.1333333333333337,0.3684210526315787,0.75,0.3333333333333335,0.8333333333333321,0.25,1.0,0.0,0.0,0.1428571428571423,0.0,0.0,0.2999999999999998,0.0,0.0,0.0,30
0.0,0.4705882352941168,0.3636363636363651,0.0,0.0,0.2727272727272729,0.0,0.6896551724137927,0.0,0.8275862068965516,0.4857142857142857,0.5161290322580645,0.0,0.4722222222222223,0.6896551724137927,0.0,0.8235294117647056,0.0,0.375,0.0,0.0,0.0,0.6153846153846154,0.5161290322580645,0.0,0.0,0.4230769230769229,0.7499999999999991,0.0,0.3684210526315787,0.0,0.0,0.0,0.3125,0.1333333333333337,0.4736842105263159,0.3999999999999994,0.4666666666666668,0.4166666666666661,0.25,0.4705882352941168,0.0,0.0,0.5,0.0,0.3999999999999986,0.1999999999999997,0.0,0.0,0.0,31
0.0,0.117647058823529,0.0,0.0,0.0,0.0,0.0,0.5862068965517238,0.0,0.6551724137931036,0.4857142857142857,0.387096774193548,0.1538461538461533,0.4722222222222223,0.5862068965517238,0.0,0.7058823529411762,0.0,0.65625,0.0,0.0,0.0,0.5769230769230766,0.7096774193548385,0.0,0.0,0.192307692307692,0.9999999999999992,0.0,0.5789473684210522,0.2105263157894734,0.1785714285714283,0.0,0.53125,0.0,0.6842105263157894,0.0,0.8000000000000003,0.0,0.0,0.117647058823529,0.0,0.0,0.7857142857142856,0.0,1.0,0.0666666666666664,0.0,0.0,0.25,32
0.0,0.4705882352941168,0.0,0.0,0.0,0.0,0.0,0.6551724137931032,0.0,0.9655172413793104,0.5142857142857142,0.096774193548387,0.7692307692307692,0.5277777777777777,0.6551724137931032,0.0,0.9705882352941176,0.0,0.71875,0.0,0.0,0.0,0.8846153846153846,0.8709677419354835,0.0,0.0,0.7692307692307692,0.916666666666666,0.0,1.0,0.947368421052631,0.75,0.0,0.6875,0.0,0.7894736842105257,0.0,1.0,0.0,0.0,0.3529411764705878,0.0,0.0,0.8571428571428568,0.0,0.9000000000000004,0.2666666666666666,0.0,0.0,1.0,33
0.0,0.3529411764705878,0.0,0.0,0.0,0.0,0.0,0.7586206896551722,0.0,1.0,0.5714285714285714,0.0,0.5384615384615383,0.5,0.7931034482758621,0.0,0.9999999999999998,0.0,0.8125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8333333333333321,0.1304347826086953,0.947368421052631,1.0,0.8928571428571428,0.0,0.8125,0.4000000000000003,0.5263157894736841,0.2999999999999998,1.0,0.0,0.0,0.2941176470588234,0.1052631578947362,0.0,0.5,0.0,0.5,0.333333333333333,0.0,0.0,0.75,34
0.1578947368421053,0.0,0.0,0.0,0.5,0.3863636363636364,0.0,0.6206896551724137,0.6666666666666643,0.7241379310344827,0.5999999999999999,0.4193548387096775,0.0,0.4722222222222223,0.6551724137931032,0.3636363636363642,0.6470588235294117,0.2999999999999998,0.6875,0.0,0.1904761904761907,0.0833333333333321,0.7692307692307692,0.7419354838709675,0.0,0.5,0.6153846153846154,0.4166666666666661,0.2173913043478261,0.4210526315789469,0.4210526315789469,0.5,0.0,0.71875,0.5333333333333341,0.0,0.5,0.6000000000000001,0.0,0.0,0.0,0.4210526315789469,0.0,0.0,0.0,0.0,0.5333333333333332,0.0,0.6315789473684204,0.0,35
0.3684210526315787,0.0,0.0,0.5714285714285712,0.5,0.9545454545454548,0.0,0.2413793103448274,1.0,0.5172413793103448,0.5999999999999999,1.0,0.0,0.5555555555555554,0.1034482758620689,0.8636363636363638,0.4705882352941173,0.7000000000000002,0.25,0.3333333333333339,0.7142857142857144,0.25,0.2307692307692308,0.258064516129032,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.3333333333333335,0.0,0.0,0.0,0.7368421052631575,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,1.0,0.0,36
0.0,0.0,0.0,0.8571428571428577,0.0,0.8863636363636365,0.0,0.2413793103448274,0.0,0.5517241379310343,0.657142857142857,0.7096774193548385,0.3076923076923075,0.6111111111111112,0.1724137931034479,0.5454545454545459,0.5882352941176467,0.5,0.1875,0.8666666666666671,0.9523809523809526,0.0,0.2307692307692308,0.225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5666666666666669,0.0,0.0,0.0,0.5263157894736841,0.0,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,37
0.0,0.1764705882352935,0.0,0.0,0.0,0.7954545454545456,0.0,0.1724137931034479,0.0,0.5172413793103448,0.5999999999999999,0.7096774193548385,0.8461538461538458,0.6666666666666665,0.2413793103448274,0.3181818181818183,0.5588235294117645,0.3999999999999994,0.3125,0.8666666666666671,0.8571428571428572,0.4999999999999991,0.3076923076923075,0.161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.6000000000000001,0.25,0.0,0.0,0.4210526315789469,0.2352941176470588,0.0,0.0,0.0,0.9333333333333332,0.0,0.0,0.0,38
0.0,0.3529411764705878,0.0,0.0,0.0,0.7954545454545456,0.0,0.4827586206896548,0.0,0.5517241379310343,0.7142857142857142,0.967741935483871,0.615384615384615,0.75,0.1379310344827584,0.6363636363636367,0.5294117647058822,0.9500000000000002,0.09375,0.666666666666667,0.5714285714285721,0.9999999999999992,0.0,0.387096774193548,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.7333333333333334,0.4999999999999991,0.0,0.117647058823529,1.0,0.5882352941176467,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,39
0.0,0.4705882352941168,0.0,0.0,0.0,0.7045454545454548,0.0,0.5172413793103448,0.0,0.5862068965517242,0.7428571428571427,0.8064516129032255,0.3076923076923075,0.7777777777777777,0.3448275862068963,0.6363636363636367,0.5882352941176467,0.5499999999999998,0.3125,0.3333333333333339,0.2857142857142856,0.4999999999999991,0.2307692307692308,0.354838709677419,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46875,0.0,0.0,0.0,0.7333333333333334,0.25,0.0,0.117647058823529,0.5789473684210522,0.7647058823529411,0.0,0.0,0.0,0.6666666666666665,0.0,0.0,0.0,40
0.0,0.7058823529411757,0.0,0.0,0.0,0.6136363636363638,0.0,0.5172413793103448,0.0,0.6206896551724137,0.7999999999999998,0.6774193548387095,0.0,0.8055555555555556,0.4827586206896548,0.4090909090909091,0.6470588235294117,0.1499999999999994,0.625,0.0,0.0,0.4999999999999991,0.2307692307692308,0.4193548387096775,0.0,0.0,0.1538461538461537,0.0,0.0869565217391299,0.2105263157894734,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.766666666666667,0.0,0.0,0.0,0.2105263157894734,0.6470588235294112,0.0,0.0,0.0,0.5666666666666664,0.0,0.0,0.0,41
0.0,0.5882352941176467,0.0,0.0,0.0,0.6363636363636365,0.0,0.4827586206896548,0.0,0.4482758620689653,0.8285714285714285,0.6129032258064515,0.0,0.7777777777777777,0.4827586206896548,0.0,0.617647058823529,0.1499999999999994,0.625,0.0,0.0,0.916666666666666,0.0,0.4193548387096775,0.0,0.0,0.3461538461538462,0.0,0.0,0.3684210526315787,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.7000000000000002,0.166666666666666,0.0,0.0,0.5789473684210522,0.5294117647058822,0.0,0.0,0.0,0.6999999999999997,0.0,0.2631578947368416,0.0,42
0.0,0.5294117647058822,0.0,0.0,0.0,0.6363636363636365,0.0,0.4827586206896548,0.0,0.5862068965517242,0.8285714285714285,0.7741935483870965,0.0,0.7777777777777777,0.4827586206896548,0.0,0.617647058823529,0.0,0.65625,0.0,0.0,0.916666666666666,0.0,0.4193548387096775,0.0,0.0,0.4230769230769229,0.0,0.0,0.4736842105263159,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.7000000000000002,0.0,0.0,0.0,0.5789473684210522,0.6470588235294112,0.0,0.0,0.0,0.6999999999999997,0.0,0.0,0.0,43
0.0,0.4705882352941168,0.0,0.0,0.0,0.3863636363636364,0.0,0.5517241379310343,0.0,0.5862068965517242,0.857142857142857,0.7096774193548385,0.3076923076923075,0.8055555555555556,0.5517241379310343,0.0,0.617647058823529,0.0,0.625,0.0,0.0,0.5833333333333321,0.0,0.5161290322580645,0.0,0.0,0.3846153846153846,0.0,0.0,0.2631578947368416,0.0,0.0,0.0,0.59375,0.0,0.1052631578947362,0.1499999999999994,0.7000000000000002,0.0,0.0,0.0,0.3684210526315787,0.4117647058823523,0.0,0.0,0.0,0.5333333333333332,0.0,0.1052631578947362,0.125,44
