Ap1,Ap3,Ap4,Ap5,Ap6,Ap8,Ap11,Ap12,Ap13,Ap14,Ap16,Ap19,Ap22,Ap23,Ap24,Ap27,Ap29,Ap34,Ap35,Ap38,Ap39,Ap41,Ap43,Ap45,Ap48,Ap49,Ap50,Ap56,Ap60,Ap66,Ap70,Ap74,Ap76,Ap78,Ap79,Ap85,Ap87,Ap93,Ap102,Ap104,Ap110,Ap112,Ap114,Ap117,Ap120,Ap122,Ap129,Ap131,Ap132,zona
0.0,0.5892857142857142,0.625,0.44680851063829796,0.75,0.0,0.9090909090909091,0.7599999999999998,0.0,0.0,0.0,0.6499999999999999,0.8148148148148144,0.7916666666666661,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5892857142857142,0.625,0.44680851063829796,0.75,0.0,0.9090909090909091,0.7599999999999998,0.0,0.0,0.0,0.6499999999999999,0.8148148148148144,0.7916666666666661,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.607142857142857,0.5999999999999999,0.44680851063829796,0.75,0.0,0.9454545454545454,0.6799999999999997,0.0,0.574468085106383,0.4358974358974357,0.7,0.8148148148148144,0.7916666666666661,0.7,0.0,0.0,0.7222222222222223,0.0,0.6206896551724137,0.0,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.732142857142857,0.575,0.44680851063829796,0.6111111111111112,0.0,0.9090909090909091,0.7199999999999998,0.0,0.8085106382978724,0.0,0.575,0.0,0.6666666666666661,0.5999999999999999,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.625,0.5,0.38297872340425543,0.6111111111111112,0.0,0.8363636363636363,0.7199999999999998,0.0,0.7446808510638299,0.2564102564102564,0.3999999999999999,0.0,0.6666666666666661,0.4249999999999998,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.625,0.5,0.38297872340425543,0.6111111111111112,0.0,0.8363636363636363,0.7199999999999998,0.0,0.7446808510638299,0.2564102564102564,0.3999999999999999,0.0,0.6666666666666661,0.4249999999999998,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.625,0.5,0.38297872340425543,0.6111111111111112,0.0,0.8363636363636363,0.7199999999999998,0.0,0.7446808510638299,0.2564102564102564,0.3999999999999999,0.0,0.6666666666666661,0.4249999999999998,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.38235294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.6875,0.7678571428571428,0.5,0.44680851063829796,0.5833333333333335,0.0,0.8727272727272727,0.7599999999999998,0.0,0.7021276595744681,0.41025641025641013,0.3999999999999999,0.8518518518518516,0.958333333333333,0.3999999999999999,0.0,0.0,0.5833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.6875,0.7678571428571428,0.5499999999999998,0.44680851063829796,0.5833333333333335,0.5,0.8727272727272727,0.9199999999999999,0.0,0.5957446808510638,0.35897435897435903,0.3999999999999999,0.8888888888888884,0.8749999999999996,0.3999999999999999,0.0,0.0,0.5833333333333335,0.0,0.0,0.4117647058823528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.625,0.5535714285714286,0.5249999999999999,0.46808510638297873,0.6111111111111112,0.5,0.6545454545454545,0.9199999999999999,0.0,0.7234042553191489,0.5128205128205128,0.3999999999999999,0.8888888888888884,0.9166666666666661,0.3999999999999999,0.0,0.4500000000000002,0.5833333333333335,0.0,0.34482758620689635,0.4117647058823528,0.0,0.0,0.0,0.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.625,0.5535714285714286,0.5249999999999999,0.46808510638297873,0.6111111111111112,0.5,0.6545454545454545,0.9199999999999999,0.0,0.7234042553191489,0.5128205128205128,0.3999999999999999,0.8888888888888884,0.9166666666666661,0.3999999999999999,0.0,0.4500000000000002,0.5833333333333335,0.0,0.34482758620689635,0.4117647058823528,0.0,0.0,0.0,0.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.625,0.5357142857142856,0.6499999999999999,0.44680851063829796,0.6111111111111112,0.6904761904761905,0.6363636363636365,0.8799999999999999,0.0,0.7446808510638299,0.5641025641025639,0.5,0.8518518518518516,0.9166666666666661,0.5,0.0,0.4500000000000002,0.6944444444444446,0.59375,0.4827586206896548,0.4117647058823528,0.0,0.0,0.0,0.30303030303030276,0.4210526315789469,0.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.625,0.5357142857142856,0.6499999999999999,0.44680851063829796,0.6111111111111112,0.6904761904761905,0.6363636363636365,0.8799999999999999,0.0,0.7446808510638299,0.5641025641025639,0.5,0.8518518518518516,0.9166666666666661,0.5,0.0,0.4500000000000002,0.6944444444444446,0.59375,0.4827586206896548,0.4117647058823528,0.0,0.0,0.0,0.30303030303030276,0.4210526315789469,0.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.625,0.5357142857142856,0.6499999999999999,0.44680851063829796,0.6111111111111112,0.6904761904761905,0.6363636363636365,0.8799999999999999,0.0,0.7446808510638299,0.5641025641025639,0.5,0.8518518518518516,0.9166666666666661,0.5,0.0,0.4500000000000002,0.6944444444444446,0.59375,0.4827586206896548,0.4117647058823528,0.0,0.0,0.0,0.30303030303030276,0.4210526315789469,0.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.625,0.5357142857142856,0.6499999999999999,0.44680851063829796,0.6111111111111112,0.6904761904761905,0.6363636363636365,0.8799999999999999,0.0,0.7446808510638299,0.5641025641025639,0.5,0.8518518518518516,0.9166666666666661,0.5,0.0,0.4500000000000002,0.6944444444444446,0.59375,0.4827586206896548,0.4117647058823528,0.0,0.0,0.0,0.30303030303030276,0.4210526315789469,0.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
